Loc Lac Kilt
Hunter's Faulds
Hunter's Coat
Bone Faulds
Bone Coat
Alloy Coil
Alloy Coat
Jaggi Faulds
Jaggi Coat
Bnahabra Coil
Bnahabra Coat
Rhenoplos Coil
Rhenoplos Coat
Qurupeco Coil
Qurupeco Coat
Ludroth Faulds
Ludroth Coat
Steel Faulds
Baggi Coil
Baggi Coat
Barroth Faulds
Barroth Coat
Gobul Faulds
Gobul Coat
Ranger's Faulds
Archer's Bandolier
Guild Bard Coil
Guild Bard Coat
Scholar's Skirt
Scholar's Mini
Rathian Faulds
Rathian Coat
Gigginox Faulds
Gigginox Coat
Ingot Coil
Ingot Coat
Lagiacrus Faulds
Lagiacrus Coat
Rathalos Faulds
Rathalos Coat
Barioth Faulds
Barioth Coat
Uragaan Faulds
Uragaan Coat
Agnaktor Faulds
Agnaktor Coat
Helios Coil
Helios Coat
Selene Coil
Selene Coat
Yamato Koshiate
Mutsu Koshiate
Hinata Koshiate
Amagi Koshiate
Leather Faulds+
Leather Coat+
Piscine Belt+
Piscine Tank+
Chainmail Faulds+
Chainmail Coat+
Loc Lac Kilt+
Loc Lac Coat+
Hunter's Faulds+
Hunter's Coat+
Bone Faulds+
Bone Coat+
Alloy Faulds+
Alloy Coat+
Jaggi Faulds+
Jaggi Coat+
Bnahabra Faulds+
Bnahabra Coat+
Rhenoplos Coil+
Rhenoplos Coat+
Qurupeco Coil+
Qurupeco Coat+
Ludroth Faulds+
Ludroth Coat+
Steel Coil+
Baggi Coil+
Baggi Coat+
Barroth Faulds+
Barroth Coat+
Gobul Faulds+
Gobul Coat+
Guild Bard Coil+
Guild Bard Coat+
Scholar's Skirt+
Scholar's Mini+
Rathian Faulds+
Rathian Coat+
Gigginox Faulds+
Gigginox Coat+
Ingot Coil+
Ingot Coat+
Dober Coil
Dober Coat
Lagiacrus Faulds+
Lagiacrus Coat+
Rathalos Faulds+
Rathalos Coat+
Barioth Faulds+
Barioth Coat+
Uragaan Faulds+
Uragaan Coat+
Agnaktor Faulds+
Agnaktor Coat+
Vangis Coil
Vangis Coat
Damascus Coil
Damascus Coat
Helios Coil+
Helios Coat+
Selene Coil+
Selene Coat+
Yamato Koshiate+
Mutsu Koshiate+
Hinata Koshiate+
Amagi Koshiate+
Escadora Might
Escadora Force
Chakra Waistlet
No Equipment
Leather Pants
Piscine Leggings
Chainmail Pants
Loc Lac Boots
Hunter's Greaves
Hunter's Leggings
Bone Greaves
Bone Leggings
Alloy Greaves
Alloy Leggings
Jaggi Greaves
Jaggi Leggings
Bnahabra Boots
Bnahabra Pants
Rhenoplos Greaves
Rhenoplos Leggings
Qurupeco Greaves
Qurupeco Leggings
Ludroth Greaves
Ludroth Leggings
Baggi Greaves
Baggi Leggings
Barroth Greaves
Barroth Leggings
Gobul Greaves
Gobul Leggings
Ranger's Espadrilles
Archer's Espadrilles
Guild Bard Boots
Guild Bard Gaiters
Scholar's Socks
Scholar's Sandals
Rathian Greaves
Rathian Leggings
Gigginox Greaves
Gigginox Leggings
Ingot Greaves
Ingot Leggings
Lagiacrus Greaves
Lagiacrus Leggings
Rathalos Greaves
Rathalos Leggings
Barioth Greaves
Barioth Leggings
Uragaan Greaves
Uragaan Leggings
Agnaktor Greaves
Agnaktor Leggings
Helios Greaves
Helios Leggings
Selene Greaves
Selene Leggings
Yamato Gusoku
Mutsu Gusoku
Hinata Hakama
Amagi Hakama
Leather Greaves+
Leather Leggings+
Piscine Leggings+
Piscine Pants+
Chainmail Greaves+
Chainmail Leggings+
Loc Lac Boots+
Loc Lac Gaiters+
Hunter's Greaves+
Hunter's Leggings+
Bone Greaves+
Bone Leggings+
Alloy Greaves+
Alloy Leggings+
Jaggi Greaves+
Jaggi Leggings+
Bnahabra Greaves+
Bnahabra Leggings+
Rhenoplos Greaves+
Rhenoplos Leggings+
Qurupeco Greaves+
Qurupeco Leggings+
Ludroth Greaves+
Ludroth Leggings+
Baggi Greaves+
Baggi Leggings+
Barroth Greaves+
Barroth Leggings+
Gobul Greaves+
Gobul Leggings+
Guild Bard Boots+
Guild Bard Gaiters+
Scholar's Socks+
Scholar's Sandals+
Rathian Greaves+
Rathian Leggings+
Gigginox Greaves+
Gigginox Leggings+
Ingot Greaves+
Ingot Leggings+
Dober Greaves
Dober Leggings
Lagiacrus Greaves+
Lagiacrus Leggings+
Rathalos Greaves+
Rathalos Leggings+
Barioth Greaves+
Barioth Leggings+
Uragaan Greaves+
Uragaan Leggings+
Agnaktor Greaves+
Agnaktor Leggings+
Vangis Greaves
Vangis Leggings
Damascus Greaves
Damascus Leggings
Helios Greaves+
Helios Leggings+
Selene Greaves+
Selene Leggings+
Yamato Gusoku+
Mutsu Gusoku+
Hinata Hakama+
Amagi Hakama+
Escadora Scale
Escadora Scala
Chakra Anklet
Black Leather Pants
No Equipment
Leather Headgear
Piscine Mask
Chainmail Headgear
Hunter's Helm
Hunter's Cap
Bone Helm
Bone Cap
Alloy Helm
Alloy Cap
Jaggi Helm
Jaggi Cap
Rhenoplos Helm
Rhenoplos Cap
Qurupeco Helm
Qurupeco Cap
Ludroth Helm
Ludroth Cap
Baggi Helm
Baggi Cap
Barroth Helm
Barroth Cap
Gobul Helm
Gobul Cap
Ranger's Headgear
Archer's Turban
Guild Bard Lobos
Guild Bard Hat
Scholar's Beret
Scholar's Cap
Rathian Helm
Rathian Cap
Gigginox Helm
Gigginox Cap
Ingot Helm
Ingot Cap
Lagiacrus Helm
Lagiacrus Cap
Rathalos Helm
Rathalos Cap
Barioth Helm
Barioth Cap
Diablos Helm
Diablos Cap
Uragaan Helm
Uragaan Cap
Agnaktor Helm
Agnaktor Cap
Helios Helm
Helios Cap
Selene Helm
Selene Cap
Yamato Kabuto
Mutsu Eboshi
Hinata Hachigane
Amagi Hachigane
Leather Helm+
Leather Cap+
Piscine Mask+
Piscine Snorkel+
Chainmail Helm+
Chainmail Cap+
Hunter's Helm+
Hunter's Cap+
Bone Helm+
Bone Cap+
Alloy Helm+
Alloy Cap+
Jaggi Helm+
Jaggi Cap+
Rhenoplos Helm+
Rhenoplos Cap+
Qurupeco Helm+
Qurupeco Cap+
Ludroth Helm+
Ludroth Cap+
Baggi Helm+
Baggi Cap+
Barroth Helm+
Barroth Cap+
Gobul Helm+
Gobul Cap+
Guild Bard Lobos+
Guild Bard Hat+
Scholar's Beret+
Scholar's Cap+
Rathian Helm+
Rathian Cap+
Gigginox Helm+
Gigginox Cap+
Ingot Helm+
Ingot Cap+
Dober Helm
Dober Cap
Lagiacrus Helm+
Lagiacrus Cap+
Rathalos Helm+
Rathalos Cap+
Barioth Helm+
Barioth Cap+
Diablos Helm+
Diablos Cap+
Uragaan Helm+
Uragaan Cap+
Agnaktor Helm+
Agnaktor Cap+
Vangis Helm
Vangis Cap
Damascus Helm
Damascus Cap
Helios Helm+
Helios Cap+
Selene Helm+
Selene Cap+
Yamato Kabuto+
Mutsu Eboshi+
Hinata Hachigane+
Amagi Hachigane+
Escadora Wisdom
Escadora Sagesse
Chakra Earring
Skull Mask
Jaggi Mask
Wyvernking Eyepatch
Shadow Shades
Blast Earring
Pursuit Earring
Hawkeye Earring
Grace Earring
Sword Saint Earring
Barrage Earring
Draw Earring
Silence Earring
Jump Earring
Charge Earring
Sprint Earring
Demon Edge Earring
Voracious Earring
Kirin Earring
Stimulus Earring
Earring of Fate
No Equipment
Pawn Talisman
Bishop Talisman
Knight Talisman
Rook Talisman
Queen Talisman
King Talisman
Dragon Talisman
